,Crash Number,Crash Date,Crash Severity,Ambient Light
2887,1863743,2/29/2004,Property damage only (none injured),Not reported
2888,1863784,11/22/2004,Property damage only (none injured),Daylight
2889,1864131,2/24/2004,Property damage only (none injured),Daylight
2890,1864421,6/2/2004,Non-fatal injury,Daylight
2891,1864708,2/24/2005,Non-fatal injury,Dark - lighted roadway
2892,1865124,6/3/2004,Not Reported,Daylight
2893,1865605,9/30/2004,Property damage only (none injured),Daylight
2894,1865652,10/1/2004,Non-fatal injury,Daylight
2895,1865799,6/1/2004,Property damage only (none injured),Daylight
2896,1866451,12/19/2004,Fatal injury,Daylight
2897,1866784,10/21/2004,Property damage only (none injured),Daylight
2898,1867337,9/29/2004,Property damage only (none injured),Daylight
2899,1867483,10/11/2004,Non-fatal injury,Not reported
2900,1867485,3/10/2005,Not Reported,Daylight
2901,1867543,11/5/2004,Property damage only (none injured),Daylight
2902,1867895,3/13/2004,Not Reported,Dark - lighted roadway
2903,1868083,11/23/2004,Non-fatal injury,Dark - lighted roadway
2904,1868612,3/8/2005,Property damage only (none injured),Dark - lighted roadway
2905,1868832,1/31/2004,Property damage only (none injured),Daylight
2906,1868901,1/30/2004,Non-fatal injury,Not reported
2907,1869399,11/6/2004,Non-fatal injury,Dark - lighted roadway
2908,1869608,12/19/2004,Non-fatal injury,Dark - roadway not lighted
2909,1869641,6/10/2004,Not Reported,Daylight
2910,1869769,12/6/2004,Property damage only (none injured),Daylight
2911,1870190,2/5/2005,Not Reported,Not reported
2912,1870198,2/4/2005,Unknown,Dark - lighted roadway
2913,1870271,1/24/2005,Not Reported,Daylight
2914,1870604,11/7/2004,Non-fatal injury,Dark - lighted roadway
2915,1870647,4/12/2005,Non-fatal injury,Dark - lighted roadway
2916,1870923,2/7/2005,Property damage only (none injured),Daylight
2917,1870946,1/21/2005,Property damage only (none injured),Daylight
2918,1871654,3/16/2004,Property damage only (none injured),Dark - lighted roadway
2919,1871660,3/11/2004,Property damage only (none injured),Daylight
2920,1871873,11/29/2004,Property damage only (none injured),Dark - lighted roadway
2921,1872522,3/28/2005,Non-fatal injury,Not reported
2922,1872529,3/27/2005,Not Reported,Daylight
2923,1872604,3/25/2005,Not Reported,Daylight
2924,1872858,4/3/2005,Non-fatal injury,Daylight
2925,1872862,4/2/2005,Not Reported,Dark - lighted roadway
2926,1872875,4/1/2005,Non-fatal injury,Daylight
2927,1872898,4/2/2005,Not Reported,Dark - lighted roadway
2928,1872902,3/26/2005,Non-fatal injury,Daylight
2929,1872909,3/22/2005,Not Reported,Daylight
2930,1873238,1/31/2005,Property damage only (none injured),Dark - lighted roadway
2931,1873262,1/2/2005,Property damage only (none injured),Dark - roadway not lighted
2932,1873519,4/7/2005,Non-fatal injury,Daylight
2933,1874044,10/26/2004,Not Reported,Daylight
2934,1874311,12/27/2004,Non-fatal injury,Daylight
2935,1874396,3/8/2005,Non-fatal injury,Dark - lighted roadway
2936,1874459,1/30/2005,Property damage only (none injured),Dark - lighted roadway
2937,1874500,1/28/2005,Property damage only (none injured),Daylight
2938,1874512,10/25/2004,Property damage only (none injured),Dark - lighted roadway
2939,1875325,11/1/2004,Property damage only (none injured),Dark - roadway not lighted
2940,1875784,3/27/2004,Non-fatal injury,Dark - unknown roadway lighting
2941,1875840,4/19/2004,Not Reported,Not reported
2942,1875937,11/12/2004,Not Reported,Dusk
2943,1875977,10/24/2004,Non-fatal injury,Dark - lighted roadway
2944,1876108,6/11/2004,Not Reported,Not reported
2945,1876351,2/3/2005,Unknown,Daylight
2946,1876559,11/14/2004,Non-fatal injury,Dark - lighted roadway
2947,1876753,11/12/2004,Not Reported,Daylight
2948,1876760,1/27/2005,Non-fatal injury,Dark - lighted roadway
2949,1876764,4/24/2005,Non-fatal injury,Daylight
2950,1876862,1/26/2005,Property damage only (none injured),Dark - lighted roadway
2951,1876986,2/14/2005,Non-fatal injury,Daylight
2952,1877076,11/10/2004,Non-fatal injury,Dark - lighted roadway
2953,1877201,11/12/2004,Property damage only (none injured),Daylight
2954,1877543,10/27/2004,Property damage only (none injured),Daylight
2955,1878149,9/23/2004,Property damage only (none injured),Daylight
2956,1878771,11/8/2004,Non-fatal injury,Dark - roadway not lighted
2957,1879017,6/14/2004,Non-fatal injury,Dawn
2958,1879325,1/3/2005,Property damage only (none injured),Dark - lighted roadway
2959,1879686,1/27/2005,Property damage only (none injured),Dusk
2960,1879886,9/25/2004,Not Reported,Dark - lighted roadway
2961,1879949,1/28/2004,Non-fatal injury,Dark - lighted roadway
2962,1880048,12/5/2004,Non-fatal injury,Daylight
2963,1880362,11/11/2004,Property damage only (none injured),Daylight
2964,1880437,12/27/2004,Not Reported,Daylight
2965,1880633,12/7/2004,Property damage only (none injured),Dark - lighted roadway
2966,1880661,10/30/2004,Property damage only (none injured),Daylight
2967,1880692,1/30/2005,Non-fatal injury,Not reported
2968,1880697,3/19/2004,Property damage only (none injured),Dark - lighted roadway
2969,1880739,2/6/2004,Not Reported,Dusk
2970,1880861,11/21/2004,Not Reported,Daylight
2971,1881070,12/21/2004,Not Reported,Daylight
2972,1881143,12/12/2004,Property damage only (none injured),Dark - lighted roadway
2973,1881171,12/18/2004,Property damage only (none injured),Daylight
2974,1881179,11/27/2004,Property damage only (none injured),Not reported
2975,1881187,10/5/2004,Property damage only (none injured),Daylight
2976,1881344,11/21/2004,Non-fatal injury,Dark - lighted roadway
2977,1881410,3/18/2004,Fatal injury,Daylight
2978,1881712,4/1/2004,Non-fatal injury,Dark - lighted roadway
2979,1881720,10/21/2004,Not Reported,Daylight
2980,1882138,10/23/2004,Non-fatal injury,Dark - lighted roadway
2981,1882567,2/8/2004,Not Reported,Dark - lighted roadway
2982,1882618,12/9/2004,Not Reported,Dark - roadway not lighted
2983,1882741,10/19/2004,Property damage only (none injured),Daylight
2984,1882846,12/6/2004,Property damage only (none injured),Dark - lighted roadway
2985,1882906,1/30/2005,Not Reported,Daylight
2986,1882999,11/15/2004,Not Reported,Dark - lighted roadway
2987,1883230,6/8/2004,Property damage only (none injured),Daylight
2988,1883348,12/10/2004,Non-fatal injury,Other
2989,1883389,2/1/2005,Non-fatal injury,Daylight
2990,1883555,11/11/2004,Not Reported,Daylight
2991,1883607,2/4/2004,Property damage only (none injured),Daylight
2992,1883611,2/7/2004,Property damage only (none injured),Daylight
2993,1883627,2/6/2004,Non-fatal injury,Daylight
2994,1883681,3/26/2004,Non-fatal injury,Daylight
2995,1883844,12/6/2004,Property damage only (none injured),Dark - lighted roadway
2996,1883863,8/29/2004,Non-fatal injury,Daylight
2997,1883884,12/9/2004,Not Reported,Daylight
2998,1883916,10/15/2004,Property damage only (none injured),Daylight
2999,1883947,12/8/2004,Property damage only (none injured),Dark - lighted roadway
3000,1883959,10/24/2004,Non-fatal injury,Dark - lighted roadway
3001,1883989,9/29/2004,Property damage only (none injured),Dusk
3002,1883998,5/5/2004,Not Reported,Daylight
3003,1884030,10/19/2004,Not Reported,Daylight
3004,1884097,6/21/2004,Non-fatal injury,Daylight
3005,1884210,1/26/2005,Not Reported,Not reported
3006,1884269,6/6/2004,Property damage only (none injured),Dark - lighted roadway
3007,1884436,5/9/2005,Non-fatal injury,Dark - lighted roadway
3008,1884643,10/9/2004,Not Reported,Dark - lighted roadway
3009,1884760,1/14/2004,Non-fatal injury,Dark - lighted roadway
3010,1884833,5/18/2005,Non-fatal injury,Daylight
3011,1884835,4/10/2005,Non-fatal injury,Dark - lighted roadway
3012,1884837,4/15/2005,Non-fatal injury,Dark - lighted roadway
3013,1884839,4/15/2005,Non-fatal injury,Dark - lighted roadway
3014,1884913,5/5/2005,Property damage only (none injured),Dark - lighted roadway
3015,1884923,4/5/2005,Non-fatal injury,Dusk
3016,1884935,1/21/2005,Non-fatal injury,Dusk
3017,1885097,9/28/2004,Unknown,Daylight
3018,1885143,12/18/2004,Not Reported,Daylight
3019,1885356,9/26/2004,Not Reported,Dark - lighted roadway
3020,1885450,9/26/2004,Non-fatal injury,Daylight
3021,1885885,6/6/2004,Not Reported,Daylight
3022,1886197,1/16/2005,Property damage only (none injured),Dark - lighted roadway
3023,1886828,6/29/2004,Non-fatal injury,Daylight
3024,1886955,1/30/2005,Not Reported,Not reported
3025,1887129,10/22/2004,Not Reported,Daylight
3026,1887176,11/13/2004,Property damage only (none injured),Daylight
3027,1887341,9/30/2004,Property damage only (none injured),Dusk
3028,1887427,2/5/2005,Property damage only (none injured),Daylight
3029,1887617,10/23/2004,Unknown,Dark - lighted roadway
3030,1887705,5/5/2005,Non-fatal injury,Daylight
3031,1887761,9/27/2004,Not Reported,Dawn
3032,1888739,2/15/2005,Not Reported,Dusk
3033,1888871,2/6/2004,Property damage only (none injured),Daylight
3034,1889113,11/10/2004,Property damage only (none injured),Dusk
3035,1889220,3/2/2005,Not Reported,Daylight
3036,1889443,12/6/2004,Not Reported,Dark - lighted roadway
3037,1889505,11/4/2004,Not Reported,Not reported
3038,1889741,11/22/2004,Non-fatal injury,Daylight
3039,1889795,2/12/2005,Not Reported,Not reported
3040,1889843,2/5/2005,Non-fatal injury,Daylight
3041,1889870,11/22/2004,Property damage only (none injured),Daylight
3042,1889937,10/16/2004,Property damage only (none injured),Dark - unknown roadway lighting
3043,1890004,2/7/2005,Non-fatal injury,Daylight
3044,1890457,5/31/2004,Not Reported,Not reported
3045,1890490,10/4/2004,Property damage only (none injured),Not reported
3046,1890599,5/29/2004,Property damage only (none injured),Daylight
3047,1890621,10/12/2004,Unknown,Dark - lighted roadway
3048,1890913,7/2/2004,Non-fatal injury,Daylight
3049,1890921,7/4/2004,Non-fatal injury,Daylight
3050,1890924,7/5/2004,Property damage only (none injured),Daylight
3051,1890929,7/6/2004,Property damage only (none injured),Daylight
3052,1890939,7/10/2004,Non-fatal injury,Dark - lighted roadway
3053,1890946,7/11/2004,Non-fatal injury,Daylight
3054,1890950,7/13/2004,Property damage only (none injured),Daylight
3055,1890978,7/18/2004,Non-fatal injury,Daylight
3056,1890979,7/18/2004,Property damage only (none injured),Dark - lighted roadway
3057,1890990,7/20/2004,Not Reported,Daylight
3058,1890994,7/30/2004,Property damage only (none injured),Daylight
3059,1891011,8/7/2004,Non-fatal injury,Dark - lighted roadway
3060,1891018,8/12/2004,Property damage only (none injured),Daylight
3061,1891023,8/16/2004,Non-fatal injury,Dark - roadway not lighted
3062,1891028,8/20/2004,Property damage only (none injured),Dark - lighted roadway
3063,1891031,8/20/2004,Property damage only (none injured),Daylight
3064,1891037,8/22/2004,Property damage only (none injured),Dark - lighted roadway
3065,1891044,9/2/2004,Property damage only (none injured),Daylight
3066,1891055,9/4/2004,Non-fatal injury,Daylight
3067,1891064,9/5/2004,Property damage only (none injured),Daylight
3068,1891082,9/19/2004,Non-fatal injury,Daylight
3069,1891086,9/22/2004,Property damage only (none injured),Daylight
3070,1891091,10/2/2004,Property damage only (none injured),Dark - lighted roadway
3071,1891093,10/5/2004,Non-fatal injury,Dusk
3072,1891098,10/8/2004,Property damage only (none injured),Daylight
3073,1891099,10/9/2004,Property damage only (none injured),Dark - lighted roadway
3074,1891173,10/13/2004,Non-fatal injury,Daylight
3075,1891191,10/14/2004,Property damage only (none injured),Daylight
3076,1891197,10/15/2004,Property damage only (none injured),Daylight
3077,1891209,10/16/2004,Property damage only (none injured),Dark - lighted roadway
3078,1891214,10/16/2004,Unknown,Dark - lighted roadway
3079,1891216,10/16/2004,Non-fatal injury,Daylight
3080,1891219,10/17/2004,Property damage only (none injured),Dark - lighted roadway
3081,1891225,10/19/2004,Property damage only (none injured),Daylight
3082,1891240,10/25/2004,Property damage only (none injured),Dark - lighted roadway
3083,1891248,10/28/2004,Property damage only (none injured),Daylight
3084,1891261,11/5/2004,Property damage only (none injured),Dawn
3085,1891276,11/17/2004,Property damage only (none injured),Daylight
3086,1891278,11/20/2004,Property damage only (none injured),Dark - unknown roadway lighting
3087,1891302,11/25/2004,Property damage only (none injured),Dark - lighted roadway
3088,1891306,11/28/2004,Non-fatal injury,Dark - lighted roadway
3089,1891311,12/1/2004,Non-fatal injury,Daylight
3090,1891313,12/1/2004,Property damage only (none injured),Daylight
3091,1891316,12/6/2004,Property damage only (none injured),Dark - lighted roadway
3092,1891318,12/10/2004,Property damage only (none injured),Daylight
3093,1891319,12/10/2004,Non-fatal injury,Daylight
3094,1891326,12/11/2004,Not Reported,Daylight
3095,1891327,12/11/2004,Property damage only (none injured),Dark - lighted roadway
3096,1891329,12/12/2004,Non-fatal injury,Dark - lighted roadway
3097,1891331,12/17/2004,Non-fatal injury,Dark - lighted roadway
3098,1891335,12/18/2004,Non-fatal injury,Daylight
3099,1891351,12/26/2004,Non-fatal injury,Dark - lighted roadway
3100,1891458,2/12/2005,Not Reported,Dark - lighted roadway
3101,1891548,3/26/2005,Non-fatal injury,Dark - lighted roadway
3102,1891581,3/13/2005,Property damage only (none injured),Daylight
3103,1892633,10/31/2004,Unknown,Daylight
3104,1893024,2/13/2005,Property damage only (none injured),Dark - lighted roadway
3105,1893143,1/28/2005,Non-fatal injury,Daylight
3106,1893267,1/7/2005,Not Reported,Dark - lighted roadway
3107,1893385,2/13/2004,Not Reported,Daylight
3108,1893506,1/18/2005,Property damage only (none injured),Dawn
3109,1893538,9/18/2004,Not Reported,Dark - lighted roadway
3110,1893544,8/11/2004,Property damage only (none injured),Dark - lighted roadway
3111,1893556,8/30/2004,Non-fatal injury,Daylight
3112,1893607,10/15/2004,Property damage only (none injured),Daylight
3113,1893618,10/9/2004,Non-fatal injury,Dark - lighted roadway
3114,1893661,11/12/2004,Non-fatal injury,Dark - lighted roadway
3115,1893663,11/7/2004,Not Reported,Daylight
3116,1894067,9/17/2004,Non-fatal injury,Daylight
3117,1894108,10/8/2004,Not Reported,Dark - lighted roadway
3118,1894157,10/2/2004,Property damage only (none injured),Dark - roadway not lighted
3119,1894338,6/7/2004,Property damage only (none injured),Daylight
3120,1894503,10/12/2004,Non-fatal injury,Daylight
3121,1894605,12/17/2004,Not Reported,Daylight
3122,1894701,2/14/2005,Not Reported,Daylight
3123,1894819,12/10/2004,Property damage only (none injured),Dark - lighted roadway
3124,1895115,10/23/2004,Not Reported,Daylight
3125,1895118,5/20/2004,Non-fatal injury,Dark - roadway not lighted
3126,1895449,5/25/2004,Property damage only (none injured),Daylight
3127,1895484,11/5/2004,Property damage only (none injured),Dark - lighted roadway
3128,1895496,6/1/2004,Property damage only (none injured),Not reported
3129,1895846,11/2/2004,Not Reported,Daylight
3130,1896382,3/2/2004,Property damage only (none injured),Dark - roadway not lighted
3131,1896397,10/10/2004,Non-fatal injury,Not reported
3132,1896444,10/9/2004,Not Reported,Daylight
3133,1896486,10/5/2004,Non-fatal injury,Dark - lighted roadway
3134,1896716,10/15/2004,Not Reported,Daylight
3135,1896860,10/19/2004,Unknown,Dark - lighted roadway
3136,1897114,11/26/2004,Property damage only (none injured),Daylight
3137,1897284,11/21/2004,Non-fatal injury,Dark - roadway not lighted
3138,1897576,7/3/2004,Property damage only (none injured),Daylight
3139,1898051,10/19/2004,Not Reported,Daylight
3140,1898104,8/13/2004,Not Reported,Dusk
3141,1898147,8/22/2004,Property damage only (none injured),Daylight
3142,1898515,7/5/2004,Property damage only (none injured),Daylight
3143,1898561,7/25/2004,Non-fatal injury,Daylight
3144,1898614,11/9/2004,Not Reported,Daylight
3145,1898685,11/13/2004,Property damage only (none injured),Dark - roadway not lighted
3146,1898913,11/9/2004,Non-fatal injury,Daylight
3147,1899025,10/8/2004,Non-fatal injury,Dark - unknown roadway lighting
3148,1899130,4/24/2004,Non-fatal injury,Daylight
3149,1899132,5/16/2004,Property damage only (none injured),Daylight
3150,1899144,5/21/2004,Property damage only (none injured),Daylight
3151,1899154,5/26/2004,Non-fatal injury,Daylight
3152,1899173,6/2/2004,Non-fatal injury,Daylight
3153,1899177,6/5/2004,Non-fatal injury,Dark - lighted roadway
3154,1899183,6/5/2004,Property damage only (none injured),Daylight
3155,1899196,6/12/2004,Property damage only (none injured),Daylight
3156,1899208,6/7/2004,Non-fatal injury,Daylight
3157,1899209,6/18/2004,Property damage only (none injured),Daylight
3158,1899215,6/19/2004,Property damage only (none injured),Dark - lighted roadway
3159,1899220,10/1/2004,Property damage only (none injured),Daylight
3160,1899311,10/4/2004,Not Reported,Daylight
3161,1899343,10/15/2004,Not Reported,Dark - lighted roadway
3162,1899435,10/4/2004,Non-fatal injury,Dark - lighted roadway
3163,1899458,12/16/2004,Not Reported,Dark - lighted roadway
3164,1899580,8/21/2004,Non-fatal injury,Daylight
